"occurrenceID","InstitutionCode","CollectionCode","catalogNumber","class","ScientificName","Year","Month","Day","verbatimEventDate","eventDate","recordedBy","recordNumber","FieldNotes","Country","StateProvince","County","Island","IslandGroup","Locality","MinimumElevationInMeters","MaximumElevationInMeters","VerbatimElevation","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","VerbatimCoordinateSystem","GeoreferenceProtocol","GeoreferenceRemarks","GeoreferenceSources","GeoreferencedDate","GeoreferencedBy","GeoreferenceVerificationStatus","VerbatimLatitude","VerbatimLongitude","Genus","specificEpithet","infraspecificEpithet"
"CRCM:Birds:56-24","CRCM","Birds","56-24","Aves","Pipilo crissalis",1952,3,17,"17-Mar-1952","1952-03-17","Taylor, L. C.; preparator: Johnston, R. F.",,,"United States","California","Alameda",,,"Berkeley, Alameda Co., California",,,,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Pipilo","crissalis",
"CRCM:Birds:75-730","CRCM","Birds","75-730","Aves","Pipilo crissalis",1946,11,3,"3-Nov-1946","1946-11-03","Miller, Alden H.; preparator: Miller, Alden H.",,,"United States","California","Alameda",,,"Berkeley, elev. 600 ft, Alameda Co., California",,,,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Pipilo","crissalis",
"CRCM:Birds:75-784","CRCM","Birds","75-784","Aves","Zonotrichia atricapilla",1947,11,1,"1-Nov-1947","1947-11-01","Miller, A. H.; preparator: Hudson, Geo. E.",,,"United States","California","Alameda",,,"Berkeley, Alameda Co., California",,,,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"CRCM:Birds:75-785","CRCM","Birds","75-785","Aves","Zonotrichia atricapilla",1940,6,9,"9-Jun-1940","1940-06-09","Marshall Jr., J. T.; preparator: Marshall, Jr., J. T.",,,"United States","California","Alameda",,,"Berkeley, California",,,,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"CRCM:Birds:58-23","CRCM","Birds","58-23","Aves","Zonotrichia leucophrys nuttalli",1923,12,9,"9-Dec-1923","1923-12-09","Clabaugh, E. D.",,,"United States","California","Alameda",,,"Berkeley, Alameda Co., California",,,,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","leucophrys","nuttalli"
"CRCM:Birds:57-79","CRCM","Birds","57-79","Aves","Agelaius phoeniceus",1953,8,19,"19-Aug-1953","1953-08-19","LaFave, L. D.; preparator: LaFave, L. D.",,,"United States","California","Alameda",,,"San Francisco, Alameda, California",,,,"37.7690864","-122.2702789","WGS84","6323.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","georefed city of Alameda","Google Earth","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Agelaius","phoeniceus",
"CRCM:Birds:75-627","CRCM","Birds","75-627","Aves","Agelaius tricolor",1935,3,3,"3-Mar-1935","1935-03-03","Miller, A. H.; preparator: Miller, A. H.",,,"United States","California","Alameda",,,"Pintail Gun Club, near Newark, Alameda Co., California",,,,"37.5229332","-122.0342445","WGS84","7400.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","could not find Pintail Gun Club, georefed near Newark","Google Earth","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Agelaius","tricolor",
"CRCM:Birds:07-248","CRCM","Birds","07-248","Aves","Buteo jamaicensis",1904,4,19,"19-Apr-1904","1904-04-19","Unknown",,,"United States","California","Alameda",,,"Warm Springs, California",,,,"37.4833722","-121.9183731","WGS84","2993.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Buteo","jamaicensis",
"UWBM:Bird:10004","UWBM","Bird","10004","Aves","Aphelocoma californica",1903,6,12,"12 JUNE 1903","1903-06-12","D. A. Cohen",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Alameda","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aphelocoma","californica",
"UWBM:Bird:10005","UWBM","Bird","10005","Aves","Aphelocoma californica",1903,6,12,"12 JUNE 1903","1903-06-12","D. A. Cohen",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Alameda","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aphelocoma","californica",
"UWBM:Bird:10006","UWBM","Bird","10006","Aves","Euphagus cyanocephalus",1907,4,28,"28 APRIL 1907","1907-04-28","D. A. Cohen",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Alameda","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Euphagus","cyanocephalus",
"UWBM:Bird:10007","UWBM","Bird","10007","Aves","Euphagus cyanocephalus",1898,9,13,"13 SEPTEMBER 1898","1898-09-13","D. A. Cohen",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Alameda","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Euphagus","cyanocephalus",
"UWBM:Bird:34878","UWBM","Bird","34878","Aves","Melospiza melodia",1888,4,8,"8 APRIL 1888","1888-04-08","C. A. Keeler",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"UWBM:Bird:34900","UWBM","Bird","34900","Aves","Pipilo fuscus",1888,4,28,"28 APRIL 1888","1888-04-28","H. S. for C. Keeler",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Pipilo","fuscus",
"UWBM:Bird:35008","UWBM","Bird","35008","Aves","Carduelis psaltria",1888,5,3,"3 MAY 1888","1888-05-03","C. Keeler",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Carduelis","psaltria",
"UWBM:Bird:35015","UWBM","Bird","35015","Aves","Carpodacus mexicanus",1888,5,5,"5 MAY 1888","1888-05-05","H. S. for C. Keeler",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Carpodacus","mexicanus",
"UWBM:Bird:35639","UWBM","Bird","35639","Aves","Selasphorus rufus",1903,4,10,"10 APRIL 1903","1903-04-10","W. O. Emerson",,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Hayward","0","0",,"37.6688194","-122.0807991","WGS84","5062.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Selasphorus","rufus",
"UWBM:Bird:81053","UWBM","Bird","81053","Aves","Selasphorus rufus",1967,8,28,"28 AUGUST 1967","1967-08-28",,,"no data","USA","California","Alameda",,,"CALIFORNIA: Alameda County; Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Selasphorus","rufus",
"UCM:Birds:12514","UCM","Birds","12514","Aves","Passerculus sandwichensis alaudinus",1896,9,7,"7 september 1896","1896-09-07","C K Worthen",,,"USA","California","Alameda",,,"Livermore",,,,"37.6819305","-121.7682648","WGS84","3714","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerculus","sandwichensis alaudinus",
"UCM:Birds:12515","UCM","Birds","12515","Aves","Passerculus sandwichensis alaudinus",1895,12,25,"25 december 1895","1895-12-25","C K Worthen",,,"USA","California","Alameda",,,"Livermore",,,,"37.6819305","-121.7682648","WGS84","3714","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerculus","sandwichensis alaudinus",
"UAZ:Ornithology:UAz-002438","UAZ","Ornithology","UAz-002438","Aves","Passerculus sandwichensis",0,4,3,"3 Apr 1885",,"W.E. Bryant",,,"USA","California","Alameda",,,"Oakland, Alameda Co., California",,,,"37.8016462","-122.2362899","WGS84","9581.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"UAZ:Ornithology:UAz-002440","UAZ","Ornithology","UAz-002440","Aves","Passerculus sandwichensis",0,10,19,"19 Oct 1888",,"W.E. Bryant",,,"USA","California","Alameda",,,"Oakland, Alameda Co., California",,,,"37.8016462","-122.2362899","WGS84","9581.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"UAZ:Ornithology:UAz-011013","UAZ","Ornithology","UAz-011013","Aves","Pipilo crissalis",1915,12,10,"10 Dec 1915","1915-12-10","Unknown",,,"USA","California","Alameda",,,"Claremont, Alameda Co., California",,,,"37.8669938","-122.2297668","WGS84","1779.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","Assumed Claremont Canyon","BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Pipilo","crissalis",
"UAZ:Ornithology:UAz-015490","UAZ","Ornithology","UAz-015490","Aves","Anas acuta",1949,2,1,"1 Feb 1949","1949-02-01","M.W. Larson",,,"USA","California","Alameda",,,"Lake Merritt, Oakland, Alameda Co., California",,,,"37.8035374","-122.2571907","WGS84","1317.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Anas","acuta",
"UAZ:Ornithology:UAz-015501","UAZ","Ornithology","UAz-015501","Aves","Oxyura jamaicensis",1949,2,1,"1 Feb 1949","1949-02-01","M.W. Larson",,,"USA","California","Alameda",,,"Lake Merritt, Oakland, Alameda Co., California",,,,"37.8035374","-122.2571907","WGS84","1317.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Oxyura","jamaicensis",
"UAZ:Ornithology:UAz-015617","UAZ","Ornithology","UAz-015617","Aves","Turdus migratorius",1952,3,1,"1 Mar 1952","1952-03-01","M.W. Larson",,,"USA","California","Alameda",,,"West Gate of University of California at Berkeley, Alameda Co., California",,,,"37.8717367","-122.265172","WGS84","150.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, UC Berkeley campus map","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Turdus","migratorius",
"WNMU:Bird:137","WNMU","Bird","137","Aves","Catharus guttatus",,,,"4/14/1945",,"Wade Fox",,"http://arctos.database.museum/guid/WNMU:Bird:137","United States","California","Alameda County",,,"Berkely; N side of Botanical Gardens, Strawberry Canyon",,,,"37.8724143","-122.2397232","WGS84","1430.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Catharus","guttatus",
"CRCM:Birds:55-64","CRCM","Birds","55-64","Aves","Bubo virginianus",1954,12,12,"12-Dec-1954","1954-12-12","Burleigh, T. D.; preparator: Verner, Jared",,,"United States","California","Alameda",,,"10 mi S Oakland, Hayward, California",,,,"37.6691468","-122.0817947","WGS84","4865.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Bubo","virginianus",
"CRCM:Birds:56-25","CRCM","Birds","56-25","Aves","Aphelocoma californica",1952,3,11,"11-Mar-1952","1952-03-11","Russell, W. C.; preparator: Russell, W. C.",,,"United States","California","Alameda",,,"Alameda, Alameda Co., California",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aphelocoma","californica",
"CRCM:Birds:75-494","CRCM","Birds","75-494","Aves","Sialia mexicana",1930,11,20,"20-Nov-1930","1930-11-20","Hudson, Geo. E.",,,"United States","California","Alameda",,,"Oakland, California",,,,"37.8016462","-122.2362899","WGS84","9581.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Sialia","mexicana",
"CRCM:Birds:55-43","CRCM","Birds","55-43","Aves","Chamaea fasciata",1951,11,2,"2-Nov-1951","1951-11-02","Bowers, D. E.; preparator: Bowers, D. E.",,,"United States","California","Alameda",,,"S facing slope above V. C. Botanical Gardens, Strawberry Canyon, Alameda Co., California",,,,"37.8745316","-122.2402382","WGS84","396.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Chamaea","fasciata",
"CRCM:Birds:75-443","CRCM","Birds","75-443","Aves","Chamaea fasciata",1948,11,2,"2-Nov-1948","1948-11-02","Bowman, S. R.; preparator: Hudson, Geo. E.",,,"United States","California","Alameda",,,"Oakland, Alameda Co., California",,,,"37.8016462","-122.2362899","WGS84","9581.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Chamaea","fasciata",
"CRCM:Birds:56-26","CRCM","Birds","56-26","Aves","Pipilo crissalis",1953,11,25,"25-Nov-1953","1953-11-25","Lewin, V.; preparator: Dunmire, W. W.",,,"United States","California","Alameda",,,"Strawberry Canyon, Berkeley, Alameda Co., California",,,,"37.8741244","-122.2391357","WGS84","1089.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Pipilo","crissalis",
"KU:Birds:13910","KU","Birds","13910","Aves","Calidris mauri",1924,3,16,"16 March 1924","1924-03-16","Hall, E.R.","486",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Calidris","mauri",
"KU:Birds:13909","KU","Birds","13909","Aves","Calidris minutilla",1924,3,16,"16 March 1924","1924-03-16","Hall, E.R.","487",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Calidris","minutilla",
"KU:Birds:18732","KU","Birds","18732","Aves","Phalaropus lobatus",1927,9,11,"11 September 1927","1927-09-11","Burt, W.H.","1607",,"USA","California","Alameda",,,"Bay region","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Phalaropus","lobatus",
"KU:Birds:18733","KU","Birds","18733","Aves","Phalaropus lobatus",1927,9,11,"11 September 1927","1927-09-11","Strton, R.A.",,,"USA","California","Alameda",,,"Bay region","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Phalaropus","lobatus",
"KU:Birds:18734","KU","Birds","18734","Aves","Phalaropus lobatus",1927,9,11,"11 September 1927","1927-09-11","Strton, R.A.",,,"USA","California","Alameda",,,"Bay region","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Phalaropus","lobatus",
"KU:Birds:16862","KU","Birds","16862","Aves","Falco mexicanus",1926,11,0,"-- November 1926","1926-11-00","Hall, E.R.","31",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Falco","mexicanus",
"KU:Birds:13711","KU","Birds","13711","Aves","Rallus longirostris",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","312",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris",
"KU:Birds:81625","KU","Birds","81625","Aves","Pheucticus melanocephalus",1896,5,17,"17 May 1896","1896-05-17",,,,"USA","California","Alameda",,,"Hayward","0","0",,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Pheucticus","melanocephalus",
"KU:Birds:13701","KU","Birds","13701","Aves","Passerculus sandwichensis",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","613",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"KU:Birds:13702","KU","Birds","13702","Aves","Passerculus sandwichensis",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","606",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"KU:Birds:13703","KU","Birds","13703","Aves","Passerculus sandwichensis",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","614",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"KU:Birds:17336","KU","Birds","17336","Aves","Junco hyemalis",1927,8,28,"28 August 1927","1927-08-28","BURT, W.  H.","1609",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Junco","hyemalis",
"KU:Birds:47010","KU","Birds","47010","Aves","Passer domesticus",1963,10,29,"29 October 1963","1963-10-29","Cantu, G.","GC 1840",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:47011","KU","Birds","47011","Aves","Passer domesticus",1963,10,29,"29 October 1963","1963-10-29","Cantu, G.","GC 1841",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55223","KU","Birds","55223","Aves","Passer domesticus",1962,11,10,"10 November 1962","1962-11-10","Niles, D.M.","DMN 2007",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55224","KU","Birds","55224","Aves","Passer domesticus",1962,11,10,"10 November 1962","1962-11-10","Niles, D.M.","DMN 2008",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55225","KU","Birds","55225","Aves","Passer domesticus",1962,11,17,"17 November 1962","1962-11-17","Niles, D.M.","DMN 2009",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55226","KU","Birds","55226","Aves","Passer domesticus",1962,11,17,"17 November 1962","1962-11-17","Niles, D.M.","DMN 2010",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55227","KU","Birds","55227","Aves","Passer domesticus",1962,11,3,"03 November 1962","1962-11-03","Niles, D.M.","DMN 2011",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55228","KU","Birds","55228","Aves","Passer domesticus",1962,11,3,"03 November 1962","1962-11-03","Niles, D.M.","DMN 2012",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55229","KU","Birds","55229","Aves","Passer domesticus",1962,11,3,"03 November 1962","1962-11-03","Niles, D.M.","DMN 2013",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55230","KU","Birds","55230","Aves","Passer domesticus",1962,11,3,"03 November 1962","1962-11-03","Niles, D.M.","DMN 2014",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55231","KU","Birds","55231","Aves","Passer domesticus",1962,12,9,"09 December 1962","1962-12-09","Niles, D.M.","DMN 2015",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55232","KU","Birds","55232","Aves","Passer domesticus",1962,12,9,"09 December 1962","1962-12-09","Niles, D.M.","DMN 2016",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55233","KU","Birds","55233","Aves","Passer domesticus",1962,12,9,"09 December 1962","1962-12-09","Niles, D.M.","DMN 2017",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
